1,,1,27.6
1,,2,27.7
1,,3,27.2
1,,4,26.6
1,,5,26.5
1,,6,25.8
2,,7,26.1
2,,8,26.3
2,,9,26.7
2,,10,26.7
2,,11,27.3
2,,12,28
2,,13,27.7
2,,14,28.8
2,,15,28.8
2,,16,29.1
3,,17,29
3,,18,27.7
3,,19,28.5
3,,20,28.6
3,,21,27.1
3,,22,26.5
3,,23,26.4
3,,24,25.6
3,,25,25.6
3,,26,26.3
4,,27,26.3
4,,28,26.5
4,,29,26.9
4,,30,28.3
4,,31,28.9
4,,32,28.4
4,,33,29
4,,34,28.9
4,,35,29
4,,36,27.9
5,,37,27.1
5,,38,27.6
5,,39,27.7
5,,40,27.2
5,,41,26.3
5,,42,26.5
5,,43,26.5
5,,44,26.4
5,,45,26.5
5,,46,27.5
6,,47,26.7
6,,48,27.5
6,,49,28.2
6,,50,28.8
6,,51,28.8
6,,52,28.5
6,,53,29
6,,54,28.3
6,,55,28.6
6,,56,27.7
7,,57,28.1
7,,58,27.3
7,,59,26.6
7,,60,26.7
7,,61,26.6
7,,62,27.5
7,,63,26.4
7,,64,26.9
7,,65,27.3
7,,66,27.8
8,,67,27.5
8,,68,26.7
8,,69,28
8,,70,28.1
8,,71,28
8,,72,26.2
8,,73,28.2
8,,74,28.4
8,,75,27.9
8,,76,27.3
9,,77,26.8
9,,78,25.9
9,,79,26.8
9,,80,26.3
9,,81,25.8
9,,82,26.3
9,,83,27.2
9,,84,26.6
9,,85,27.7
9,,86,27.4
10,,87,28.4
10,,88,28.4
10,,89,28.6
10,,90,28.8
10,,91,28.5
10,,92,28.6
10,,93,27.9
10,,94,28.1
10,,95,27.6
10,,96,27.1
11,,97,26.8
11,,98,26.6
11,,99,26.3
11,,100,26.3
11,,101,25.2
11,,102,26.6
11,,103,27.2
11,,104,27.7
11,,105,28.1
11,,106,27.8
12,,107,29
12,,108,28.5
12,,109,28
12,,110,27.7
12,,111,27.8
12,,112,27.7
12,,113,27.8
12,,114,27.2
12,,115,27.3
12,,116,26.7
13,,117,26.3
13,,118,26.6
13,,119,26.3
13,,120,27
13,,121,26.7
13,,122,27.6
13,,123,27.5
13,,124,27.9
13,,125,28.4
13,,126,28.3
14,,127,29
14,,128,28.5
14,,129,27.7
14,,130,28.2
14,,131,27.5
14,,132,25.8
14,,133,26.8
14,,134,26.3
14,,135,26.8
14,,136,26.3
15,,137,26.3
15,,138,26.3
15,,139,26.4
15,,140,27.4
15,,141,26.9
15,,142,27.7
15,,143,28.4
15,,144,28.3
15,,145,28.1
15,,146,28.2
16,,147,28.5
16,,148,27.6
16,,149,27.8
16,,150,27.2
16,,151,27.2
16,,152,26.7
16,,153,26.6
16,,154,26.1
16,,155,26.6
16,,156,26.3
17,,157,26.6
17,,158,26.6
17,,159,27.2
17,,160,27.8
17,,161,27.9
17,,162,28.1
17,,163,29
17,,164,29
17,,165,28.8
17,,166,27.7
18,,167,27.5
18,,168,26.3
18,,169,26.6
18,,170,26.6
18,,171,26.2
18,,172,25.5
18,,173,25.1
18,,174,25.7
18,,175,26.1
18,,176,26.4
19,,177,26.9
19,,178,26.9
19,,179,27.8
19,,180,28.8
19,,181,29
19,,182,29
19,,183,29.1
19,,184,28.6
19,,185,28.3
19,,186,28.1
20,,187,27.4
20,,188,26.7
20,,189,26.2
20,,190,25.6
20,,191,26.1
20,,192,25.8
20,,193,25.9
20,,194,25.9
20,,195,26.3
20,,196,27.1
21,,197,27.9
21,,198,28.3
21,,199,29
21,,200,28.6
21,,201,28.9
21,,202,28.6
21,,203,27.9
21,,204,26.9
21,,205,27.4
21,,206,26.3
22,,207,26.7
22,,208,26.3
22,,209,25.6
22,,210,25.4
22,,211,25.2
22,,212,25
22,,213,24.5
22,,214,25
22,,215,26.7
22,,216,27.8
23,,217,27.4
23,,218,28.5
23,,219,29.2
23,,220,28.6
23,,221,28.6
23,,222,28.3
23,,223,28.6
23,,224,28.1
23,,225,27.5
23,,226,27.2
24,,227,26.5
24,,228,26.2
24,,229,26.5
24,,230,26.5
24,,231,26.3
24,,232,25.1
24,,233,27.4
24,,234,26.9
24,,235,27.4
24,,236,27.7
25,,237,27.7
25,,238,28.2
25,,239,28
25,,240,28.1
25,,241,27.8
25,,242,27.6
25,,243,27.8
25,,244,27.7
25,,245,27.2
25,,246,26.9
26,,247,26.6
26,,248,26.2
26,,249,26.3
26,,250,26.4
26,,251,26.6
26,,252,27.2
26,,253,26.6
26,,254,26.9
26,,255,27.9
26,,256,27.7
27,,257,28.2
27,,258,28.3
27,,259,28.2
27,,260,28.6
27,,261,27.6
27,,262,27.6
27,,263,27.7
27,,264,27.5
27,,265,26.8
27,,266,25.8
28,,267,26.1
28,,268,26.3
28,,269,26.7
28,,270,25.6
28,,271,27
28,,272,26.9
28,,273,27.2
28,,274,27.6
28,,275,27.6
28,,276,28.1
29,,277,28.7
29,,278,28.2
29,,279,27.9
29,,280,27.7
29,,281,27.6
29,,282,27.6
29,,283,27.1
29,,284,26.3
29,,285,26.7
29,,286,26.6
30,,287,26.6
30,,288,26.3
30,,289,26.4
30,,290,26.8
30,,291,27.4
30,,292,27.1
30,,293,27.6
30,,294,26.9
30,,295,27.5
30,,296,27.4
31,,297,27.9
31,,298,27.6
31,,299,27.6
31,,300,27.1
31,,301,27.2
31,,302,26.7
31,,303,26.3
31,,304,26.6
31,,305,26.3
31,,306,26.6
32,,307,26.5
32,,308,26.9
32,,309,27.2
32,,310,26.8
32,,311,27.7
32,,312,28.4
32,,313,27.9
32,,314,28.9
32,,315,28
32,,316,27.4
33,,317,27.6
33,,318,27.7
33,,319,27.6
33,,320,27.2
33,,321,27.2
33,,322,26.7
33,,323,26.3
33,,324,26.3
33,,325,25.3
33,,326,25.6
34,,327,26.3
34,,328,26.1
34,,329,27.7
34,,330,27.7
34,,331,28.3
34,,332,28.7
34,,333,29
34,,334,28.7
34,,335,28.5
34,,336,27.7
35,,337,27.5
35,,338,27.2
35,,339,26.6
35,,340,26.1
35,,341,25.7
35,,342,24.9
35,,343,25
35,,344,25.4
35,,345,25.9
35,,346,26.3
36,,347,26.3
36,,348,27.2
36,,349,27.9
36,,350,28.7
36,,351,28.8
36,,352,29.1
36,,353,28.8
36,,354,29
36,,355,28.5
36,,356,28
37,,357,27.6
37,,358,26.7
37,,359,25.5
37,,360,26.1
37,,361,25.5
37,,362,23.7
37,,363,25.2
37,,364,25.1
37,,365,23.8
37,,366,26.3
38,,367,26.8
38,,368,27.9
38,,369,26.3
38,,370,29.2
38,,371,28.8
38,,372,29.2
38,,373,28.8
38,,374,28.3
38,,375,27.7
38,,376,26.9
39,,377,26.7
39,,378,26.4
39,,379,26.1
39,,380,25.8
39,,381,25.6
39,,382,24.6
39,,383,25.9
39,,384,25.7
39,,385,26.3
39,,386,26.7
40,,387,27.7
40,,388,28.4
40,,389,28.5
40,,390,29.5
40,,391,29.4
40,,392,29
40,,393,28.8
40,,394,27.8
40,,395,27.7
40,,396,26.7
41,,397,26.7
41,,398,25.9
41,,399,25.2
41,,400,24.4
41,,401,25.1
41,,402,25.1
41,,403,25
41,,404,25.6
41,,405,26
41,,406,27.3
42,,407,28.2
42,,408,28.1
42,,409,28.6
42,,410,29
42,,411,28.7
42,,412,28.7
42,,413,28.2
42,,414,27.7
42,,415,27.7
42,,416,26.7
43,,417,26.3
43,,418,26.4
43,,419,25.1
43,,420,24.7
43,,421,25
43,,422,25.1
43,,423,25.2
43,,424,25.9
43,,425,26.7
43,,426,27.2
44,,427,27.4
44,,428,28.9
44,,429,29
44,,430,29
44,,431,28.3
44,,432,29
44,,433,27.2
44,,434,26.4
44,,435,26.4
44,,436,26.3
45,,437,25.5
45,,438,26.2
45,,439,25.1
45,,440,26
45,,441,25.2
45,,442,25.6
45,,443,26.3
45,,444,26.7
45,,445,26.6
45,,446,27.8
46,,447,28.5
46,,448,28.5
46,,449,29.3
46,,450,28.4
46,,451,28.8
46,,452,28.3
46,,453,27.6
46,,454,26.8
46,,455,26.3
46,,456,25.2
47,,457,26.2
47,,458,25.5
47,,459,25
47,,460,25.1
47,,461,25.7
47,,462,25.6
47,,463,26.2
47,,464,26.7
47,,465,26.8
47,,466,27.8
48,,467,27.8
48,,468,29
48,,469,28.9
48,,470,28.8
48,,471,29
48,,472,27.7
48,,473,27.4
48,,474,26.9
48,,475,26.4
48,,476,26.2
49,,477,25
49,,478,25.9
49,,479,25
49,,480,25.7
49,,481,25.5
