--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
40, 14.20
40, 14.20
40, 14.20
40, 14.20
40, 14.20
40, 14.20
40, 14.20
40, 14.20
40, 14.20
40, 19.60
41, 36.20
41, 37.10
41, 39.30
41, 37.40
41, 36.50
41, 37.10
41, 34.80
41, 33.10
41, 31.60
41, 23.80
42, 14.20
42, 14.20
42, 14.20
42, 14.20
42, 14.20
42, 14.20
42, 14.20
42, 14.20
42, 14.20
42, 14.20
43, 14.20
43, 31.70
43, 37.50
43, 37.90
43, 38.00
43, 38.40
43, 37.30
43, 37.40
43, 35.00
43, 35.00
44, 29.40
44, 16.60
44, 14.20
44, 14.20
44, 14.20
44, 14.20
44, 14.20
44, 14.20
44, 14.20
44, 14.20
45, 14.20
45, 14.20
45, 22.40
45, 37.50
45, 36.90
45, 37.00
45, 37.10
45, 37.70
45, 37.30
45, 35.20
46, 32.60
46, 30.40
46, 25.00
46, 14.20
46, 14.20
46, 14.20
46, 14.20
46, 14.20
46, 14.20
46, 14.20
47, 14.20
47, 14.20
47, 14.20
47, 14.20
47, 25.60
47, 37.30
47, 37.80
47, 37.90
47, 38.90
47, 37.30
48, 37.10
48, 35.80
48, 33.80
48, 32.50
48, 20.90
48, 14.20
48, 14.20
48, 14.20
48, 14.20
48, 14.20
49, 14.20
49, 14.20
49, 14.20
49, 14.20
49, 14.20
49, 14.20
49, 31.80
49, 37.60
49, 37.30
49, 38.10
50, 37.30
50, 34.40
50, 37.00
50, 37.10
50, 33.20
50, 33.30
50, 16.00
50, 14.20
50, 14.20
50, 14.20
51, 14.20
51, 14.20
51, 14.20
51, 14.20
51, 14.20
51, 14.20
51, 14.20
51, 14.20
51, 35.70
51, 37.10
52, 37.30
52, 37.70
52, 37.40
52, 37.10
52, 36.70
52, 33.10
52, 30.40
52, 26.30
52, 14.20
52, 14.20
53, 14.20
53, 14.20
53, 14.20
53, 14.20
53, 14.20
53, 14.20
53, 14.20
53, 14.20
53, 14.20
53, 22.30
54, 37.10
54, 37.20
54, 37.00
54, 37.30
54, 37.00
54, 37.00
54, 35.70
54, 33.00
54, 33.20
54, 22.40
55, 14.20
55, 14.20
55, 14.20
55, 14.20
55, 14.20
55, 14.20
55, 14.20
55, 14.20
55, 14.20
55, 14.20
56, 14.60
56, 31.80
56, 37.70
56, 38.20
56, 37.30
56, 36.20
56, 35.80
56, 35.70
56, 35.30
56, 31.40
57, 27.70
57, 14.20
57, 14.20
57, 14.20
57, 14.20
57, 14.20
57, 14.20
57, 14.20
57, 14.20
57, 14.20
58, 14.20
58, 14.20
58, 26.50
58, 37.50
58, 37.70
58, 37.50
58, 36.70
58, 36.20
58, 36.00
58, 36.90
59, 31.80
59, 30.40
59, 19.10
59, 14.20
59, 14.20
59, 14.20
59, 14.20
59, 14.20
59, 14.20
59, 14.20
60, 14.20
60, 14.20
60, 14.20
60, 18.50
60, 36.20
60, 37.10
60, 38.00
60, 37.50
60, 38.10
60, 37.20
61, 37.10
61, 33.10
61, 30.30
61, 21.50
61, 14.20
61, 14.20
61, 14.20
61, 14.20
61, 14.20
61, 14.20
62, 14.20
62, 14.20
62, 14.20
62, 14.20
62, 15.60
62, 35.00
62, 37.20
62, 38.10
62, 37.90
62, 38.40
63, 36.90
63, 35.60
63, 35.50
63, 32.90
63, 28.70
63, 14.20
63, 14.20
63, 14.20
63, 14.20
63, 14.20
64, 14.20
64, 14.20
64, 14.20
64, 14.20
64, 14.20
64, 14.20
64, 25.10
64, 35.80
64, 37.80
64, 37.80
65, 37.80
65, 36.90
65, 37.10
65, 37.30
65, 33.50
65, 30.50
65, 17.00
65, 14.20
65, 14.20
65, 14.20
66, 14.20
66, 14.20
66, 14.20
