1,14.2,1
1,14.2,2
1,14.2,3
1,14.2,4
1,14.2,5
1,14.2,6
2,27.8,7
2,38.2,8
2,38.4,9
2,38.4,10
2,37.2,11
2,36.6,12
2,35.3,13
2,31.7,14
2,22.5,15
2,14.2,16
3,14.2,17
3,14.2,18
3,14.2,19
3,14.2,20
3,14.2,21
3,14.2,22
3,14.2,23
3,14.2,24
3,38.4,25
3,38.4,26
4,39.7,27
4,38.5,28
4,38.3,29
4,37.8,30
4,34.9,31
4,30.8,32
4,17,33
4,14.2,34
4,14.2,35
4,14.2,36
5,14.2,37
5,14.2,38
5,14.2,39
5,14.2,40
5,14.2,41
5,16.6,42
5,38.6,43
5,38.7,44
5,39.2,45
5,39.8,46
6,38.5,47
6,38,48
6,33.6,49
6,30.9,50
6,14.2,51
6,14.2,52
6,14.2,53
6,14.2,54
6,14.2,55
6,14.2,56
7,14.2,57
7,14.2,58
7,14.2,59
7,15.5,60
7,37.1,61
7,38.4,62
7,38.2,63
7,37.8,64
7,37.3,65
7,35.6,66
8,32.6,67
8,31.5,68
8,16,69
8,14.2,70
8,14.2,71
8,14.2,72
8,14.2,73
8,14.2,74
8,14.2,75
8,14.2,76
9,14.2,77
9,17,78
9,37.2,79
9,37.7,80
9,37.3,81
9,38.2,82
9,37.1,83
9,35.2,84
9,32.9,85
9,29.5,86
10,14.5,87
10,14.2,88
10,14.2,89
10,14.2,90
10,14.2,91
10,14.2,92
10,14.2,93
10,14.2,94
10,14.2,95
10,19.3,96
11,38.1,97
11,37.5,98
11,37.1,99
11,37.7,100
11,37.2,101
11,35.2,102
11,33.1,103
11,29.2,104
11,14.2,105
11,14.2,106
12,14.2,107
12,14.2,108
12,14.2,109
12,14.2,110
12,14.2,111
12,14.2,112
12,14.2,113
12,22,114
12,37.6,115
12,38.4,116
13,38.5,117
13,37.6,118
13,37.3,119
13,37.3,120
13,33,121
13,28.4,122
13,14.2,123
13,14.2,124
13,14.2,125
13,14.2,126
14,14.2,127
14,14.2,128
14,14.2,129
14,14.2,130
14,14.2,131
14,26.4,132
14,37.7,133
14,38.4,134
14,38.9,135
14,38.3,136
15,37.1,137
15,35.3,138
15,31.5,139
15,26.7,140
15,14.2,141
15,14.2,142
15,14.2,143
15,14.2,144
15,14.2,145
15,14.2,146
16,14.2,147
16,14.2,148
16,14.2,149
16,30.6,150
16,38.4,151
16,38,152
16,37.9,153
16,37.2,154
16,37.2,155
16,34,156
17,30.6,157
17,22.3,158
17,14.2,159
17,14.2,160
17,14.2,161
17,14.2,162
17,14.2,163
17,14.2,164
17,14.2,165
17,14.2,166
18,14.2,167
18,35.7,168
18,37.6,169
18,37,170
18,38.2,171
18,37.6,172
18,37,173
18,32.6,174
18,29.9,175
18,14.5,176
19,14.2,177
19,14.2,178
19,14.2,179
19,14.2,180
19,14.2,181
19,14.2,182
19,14.2,183
19,14.2,184
19,22.2,185
19,38.4,186
20,38.9,187
20,38.9,188
20,39.5,189
20,37.3,190
20,34,191
20,31.5,192
20,27.9,193
20,14.2,194
20,14.2,195
20,14.2,196
21,14.2,197
21,14.2,198
21,14.2,199
21,14.2,200
21,14.2,201
21,14.2,202
21,28.6,203
21,40,204
21,37.9,205
21,39.4,206
22,38.5,207
22,37.4,208
22,34.5,209
22,31.7,210
22,28.9,211
22,14.2,212
22,14.2,213
22,14.2,214
22,14.2,215
22,14.2,216
23,14.2,217
23,14.2,218
23,14.2,219
23,14.2,220
23,30.9,221
23,38.7,222
23,38.7,223
23,39,224
23,38,225
23,37.2,226
24,37,227
24,31.4,228
24,27.7,229
24,14.2,230
24,14.2,231
24,14.2,232
24,14.2,233
24,14.2,234
24,14.2,235
24,14.2,236
25,14.2,237
25,14.2,238
25,31.8,239
25,38.9,240
25,38.3,241
25,39.8,242
25,38.4,243
25,36.6,244
25,33.8,245
25,32.1,246
26,27.1,247
26,14.2,248
26,14.2,249
26,14.2,250
26,14.2,251
26,14.2,252
26,14.2,253
26,14.2,254
26,14.2,255
26,14.2,256
27,32.6,257
27,38.4,258
27,38.7,259
27,39.5,260
27,37.9,261
27,37.9,262
27,31.5,263
27,34.1,264
27,23.2,265
27,14.2,266
28,14.2,267
28,14.2,268
28,14.2,269
28,14.2,270
28,14.2,271
28,14.2,272
28,14.2,273
28,14.2,274
28,31.9,275
28,38.9,276
29,38.5,277
29,39.3,278
29,39.4,279
29,36.7,280
