15,17.1,1
15,17.8,2
15,17.8,3
15,18.7,4
15,19.9,5
15,21.1,6
15,24.2,7
16,26.4,8
16,27.9,9
16,29.5,10
16,30.4,11
16,30.1,12
16,29.5,13
16,28.7,14
16,28.3,15
16,26.6,16
16,25.1,17
17,23.9,18
17,22.4,19
17,20.9,20
17,19.6,21
17,18.8,22
17,18.4,23
17,18.5,24
17,19.4,25
17,19.8,26
17,21.5,27
18,23.6,28
18,26.3,29
18,28.1,30
18,29.4,31
18,30.4,32
18,30.5,33
18,30.3,34
18,29.9,35
18,26.1,36
18,27.2,37
19,25.8,38
19,23.1,39
19,21.9,40
19,20.9,41
19,18.2,42
19,17.7,43
19,17,44
19,16.9,45
19,17.2,46
19,18.5,47
20,20,48
20,22.2,49
20,24.7,50
20,27.2,51
20,29,52
20,30.4,53
20,30.6,54
20,30.1,55
20,29.5,56
20,28.9,57
21,27.7,58
21,26.1,59
21,25,60
21,23.6,61
21,22,62
21,20.1,63
21,18.2,64
21,18.1,65
21,18.2,66
21,17.8,67
22,19.1,68
22,19.8,69
22,22.2,70
22,25.5,71
22,27.7,72
22,28.2,73
22,29,74
22,29.8,75
22,29.6,76
22,29.4,77
23,28.9,78
23,28.3,79
23,26.3,80
23,25.5,81
23,24.2,82
23,23.6,83
23,22.3,84
23,21.1,85
23,18.2,86
23,17,87
24,17.8,88
24,18.3,89
24,19.2,90
24,23.9,91
24,26.3,92
24,27.2,93
24,28.3,94
24,29,95
24,29,96
24,29.4,97
25,29.3,98
25,28.7,99
25,28.1,100
25,27.7,101
25,26.3,102
25,25.5,103
25,24.1,104
25,23.6,105
25,22.4,106
25,22.7,107
26,22.7,108
26,22.9,109
26,22.8,110
26,23.6,111
26,24.1,112
26,26.1,113
26,27.1,114
26,28,115
26,28.9,116
26,29,117
27,29.3,118
27,29.1,119
27,28.8,120
27,28.2,121
27,28,122
27,26.4,123
27,25.9,124
27,25.1,125
27,23.7,126
27,23.5,127
28,22,128
28,21.9,129
28,20.9,130
28,22.4,131
28,23.4,132
28,23.8,133
28,25.1,134
28,26.7,135
28,26.3,136
28,28.1,137
29,29.6,138
29,30.6,139
29,27.6,140
29,29.2,141
29,28.9,142
29,27.7,143
29,26.6,144
29,25,145
29,23.2,146
29,21.9,147
30,19.9,148
30,18.2,149
30,18,150
30,16.8,151
30,17.1,152
30,18.2,153
30,19.2,154
30,21.3,155
30,23.7,156
30,26,157
31,28.2,158
31,29.8,159
31,30.4,160
31,30.4,161
31,30.8,162
31,29.3,163
31,28.8,164
31,27.4,165
31,25.9,166
31,23.4,167
32,22.2,168
32,20.2,169
32,18.8,170
32,17.8,171
32,16.6,172
32,17.1,173
32,17.4,174
32,18.8,175
32,20.5,176
32,22.8,177
33,25.3,178
33,27.8,179
33,29.1,180
33,29.9,181
33,30.1,182
33,29.9,183
33,29.5,184
33,28.2,185
33,27.7,186
33,26.3,187
34,24.8,188
34,22.8,189
34,20.8,190
34,19.7,191
34,18.2,192
34,18,193
34,17.5,194
34,18.4,195
34,19.4,196
34,21.2,197
35,21.9,198
35,25.5,199
35,26.8,200
35,28.6,201
35,29.5,202
35,30.4,203
35,30.1,204
35,29.9,205
35,29,206
35,27.7,207
36,26.3,208
36,25.1,209
36,23.2,210
36,21.7,211
36,21.4,212
36,20.8,213
36,20.8,214
36,20.9,215
36,21,216
36,21.5,217
37,22.8,218
37,23.6,219
37,25.8,220
37,27.3,221
37,28.8,222
37,29.2,223
37,29.9,224
37,30.2,225
37,29,226
37,28.2,227
38,28.3,228
38,26.3,229
38,25.1,230
38,24,231
38,22,232
38,23.4,233
38,22.5,234
38,22.3,235
38,21.5,236
38,21.1,237
39,22.4,238
39,23.2,239
39,24.6,240
39,25.9,241
39,26.8,242
39,28.1,243
39,28.6,244
39,28.8,245
39,29.1,246
39,29.2,247
40,29,248
40,28.1,249
40,27.9,250
40,26.5,251
40,26.1,252
40,25,253
40,24.1,254
40,23.1,255
40,22.6,256
40,21.9,257
41,22.2,258
41,21.9,259
41,22.8,260
41,23.6,261
41,25.1,262
41,26.4,263
41,28,264
41,28.8,265
41,29,266
41,29.2,267
42,29.3,268
42,29.2,269
42,28.8,270
42,27.7,271
42,26.3,272
42,26.1,273
42,24.6,274
42,24,275
42,23.4,276
42,22.6,277
43,22.3,278
43,22.4,279
43,22.4,280
43,23.4,281
43,24.1,282
43,25.2,283
43,26.3,284
43,27.7,285
43,28.6,286
43,29.4,287
44,30.1,288
44,29.5,289
44,28.8,290
44,28.3,291
44,28.2,292
44,26.9,293
44,25.2,294
44,24.7,295
44,23.9,296
44,22.6,297
45,22.1,298
45,21.8,299
45,22,300
45,22.4,301
45,22.8,302
45,23.9,303
45,25.5,304
45,26.3,305
45,28,306
45,28.8,307
46,29.3,308
46,29.2,309
46,29.1,310
46,29,311
46,28.4,312
46,27.5,313
46,26.1,314
46,24,315
46,22.4,316
46,21.3,317
47,20.8,318
47,19.6,319
47,18.4,320
47,20.5,321
47,20.8,322
47,23.5,323
47,22.8,324
47,25.9,325
47,27.6,326
47,28.8,327
48,29.2,328
48,29.4,329
48,29.6,330
48,29.3,331
48,28.2,332
48,27.5,333
48,26.3,334
48,25,335
48,23.1,336
48,21.9,337
49,20.9,338
49,20.1,339
49,19.2,340
49,17.4,341
49,17.8,342
49,18.7,343
49,20.9,344
49,25.4,345
49,27.3,346
49,28.8,347
50,29.5,348
50,29.1,349
50,29,350
50,29,351
50,28.9,352
50,27.7,353
50,26.1,354
50,24.6,355
50,22.7,356
50,22.7,357
51,21,358
51,18.2,359
51,19.4,360
51,19.6,361
51,21.7,362
51,23.4,363
51,24,364
51,25.7,365
51,27.1,366
51,28,367
52,29,368
52,30.8,369
52,30.2,370
52,30,371
52,28.9,372
52,28.3,373
52,27.2,374
52,25.6,375
52,23.7,376
52,22.3,377
53,20.6,378
53,18.8,379
53,17.9,380
53,17.7,381
53,18.3,382
53,19.3,383
53,20.7,384
53,22.6,385
53,24.7,386
53,26.3,387
54,29,388
54,29.9,389
54,30.2,390
54,30.1,391
54,30.3,392
54,28.6,393
54,27.4,394
54,26.6,395
54,23.8,396
54,23.2,397
55,21.2,398
55,22.1,399
55,22.5,400
55,22.3,401
55,21,402
55,22.1,403
55,18.6,404
55,20.4,405
55,22.5,406
55,24.5,407
56,28.3,408
56,29,409
56,30.1,410
56,29.9,411
56,29.9,412
56,29.4,413
56,28.3,414
56,27.4,415
56,26.3,416
56,24.5,417
57,22.3,418
57,20.8,419
57,19.6,420
57,15.8,421
57,16.8,422
57,17.7,423
57,18.2,424
57,18.8,425
57,20.8,426
57,22.7,427
58,25.1,428
58,26.7,429
58,29,430
58,29.9,431
58,30.5,432
58,30.3,433
58,29.3,434
58,28.8,435
58,27.6,436
58,26,437
59,24.1,438
59,22.4,439
59,21.1,440
59,19.6,441
59,18.5,442
59,17.8,443
59,17.3,444
59,18.2,445
59,18.2,446
59,21.2,447
60,22.7,448
60,22.4,449
60,26.7,450
60,26.3,451
60,29.3,452
60,30.2,453
60,29.9,454
60,29.3,455
60,28.5,456
60,27.7,457
61,26.3,458
61,24.7,459
61,23.1,460
61,21.2,461
61,19.3,462
61,17.8,463
61,17.1,464
61,16.7,465
61,17.3,466
61,18,467
62,19.4,468
62,21.7,469
62,24.1,470
62,26.3,471
62,28.6,472
62,29.6,473
62,30.4,474
62,29.8,475
62,29.5,476
62,29,477
63,27.9,478
63,26.3,479
63,24.5,480
63,22.4,481
63,20.9,482
63,18,483
63,16.5,484
63,16,485
63,15.5,486
63,15.7,487
64,17.3,488
64,18.8,489
64,20.9,490
64,23.8,491
64,26.3,492
64,28.8,493
64,30,494
64,30.8,495
64,30.4,496
64,29.6,497
65,29,498
65,27.9,499
65,26.1,500
65,23.7,501
65,22.3,502
65,19.8,503
65,18.4,504
65,16.8,505
65,16.3,506
65,15.8,507
66,16.7,508
66,17.9,509
66,19.6,510
66,22.2,511
66,24.6,512
66,26.9,513
66,29.3,514
66,29.4,515
66,30.4,516
66,30.3,517
67,29.3,518
67,28.6,519
67,26.7,520
67,24.6,521
67,22.5,522
67,20.8,523
67,19.6,524
67,17.7,525
67,16.1,526
67,15.8,527
68,16.1,528
68,17.1,529
68,18.2,530
68,20.5,531
68,23.4,532
68,26.2,533
68,28.5,534
68,29.9,535
68,30.8,536
68,30.9,537
69,29.9,538
69,29,539
69,27.6,540
69,25.7,541
69,21.5,542
69,22.5,543
69,19.8,544
69,18.2,545
69,16.4,546
69,15.7,547
70,16.1,548
70,16.9,549
70,17.7,550
70,19.9,551
70,22.7,552
70,26,553
70,27.6,554
70,29.5,555
70,30.5,556
70,30.4,557
71,29.4,558
71,29,559
71,28.1,560
71,26.1,561
71,23.7,562
71,22.3,563
71,19.6,564
71,18.2,565
71,16.6,566
71,16,567
72,15.7,568
72,16.7,569
72,18.2,570
